#NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
CPTY_A,2026-09-04,10.578344,627504.52,334985.86,2142057.06,0.00,658490.11,3243136.04
CPTY_A,2026-09-18,10.616700,259543.45,200870.69,1004674.75,0.00,272509.63,3243136.04
CPTY_A,2026-10-02,10.655057,260072.88,199959.66,1002613.75,0.00,273216.06,3243136.04
CPTY_A,2026-10-16,10.693413,259418.62,200251.32,1003182.69,0.00,272679.00,3243136.04
CPTY_A,2026-10-30,10.731769,259146.60,201043.15,1024839.81,0.00,272543.26,3243136.04
CPTY_A,2026-11-13,10.770125,259557.26,201684.87,1029039.00,0.00,273125.66,3243136.04
CPTY_A,2026-11-27,10.808481,260148.49,202244.91,1041743.63,0.00,273898.72,3243136.04
CPTY_A,2026-12-11,10.846837,259946.20,201715.10,1024126.38,0.00,273836.64,3243136.04
CPTY_A,2026-12-29,10.896152,259441.58,201325.78,1030229.00,0.00,273498.81,3243136.04
CPTY_A,2027-01-08,10.923550,259019.49,200884.98,1021266.88,0.00,273161.38,3243136.04
CPTY_A,2027-01-22,10.961906,259227.16,200924.37,1037400.63,0.00,273531.11,3243136.04
CPTY_A,2027-02-05,11.000262,259387.77,200912.31,1018805.25,0.00,273851.50,3243136.04
CPTY_A,2027-02-19,11.038618,259315.59,201127.84,1025305.19,0.00,273926.24,3243136.04
CPTY_A,2027-03-05,11.076974,0.00,0.00,0.00,0.00,0.00,3243136.04
