#fixingDate,fixingId,fixingValue
2015-12-21,USD-LIBOR-1W,0.0020000000
2015-12-22,USD-LIBOR-1W,0.0020000000
2015-12-23,USD-LIBOR-1W,0.0020000000
2015-12-24,USD-LIBOR-1W,0.0020000000
2015-12-29,USD-LIBOR-1W,0.0020000000
2015-12-30,USD-LIBOR-1W,0.0020000000
2015-12-31,USD-LIBOR-1W,0.0020000000
2016-01-04,USD-LIBOR-1W,0.0020000000
2016-01-05,USD-LIBOR-1W,0.0020000000
2016-01-06,USD-LIBOR-1W,0.0020000000
2016-01-07,USD-LIBOR-1W,0.0020000000
2016-01-08,USD-LIBOR-1W,0.0020000000
2016-01-11,USD-LIBOR-1W,0.0020000000
2016-01-12,USD-LIBOR-1W,0.0020000000
2016-01-13,USD-LIBOR-1W,0.0020000000
2016-01-14,USD-LIBOR-1W,0.0020000000
2016-01-15,USD-LIBOR-1W,0.0020000000
2016-01-18,USD-LIBOR-1W,0.0020000000
2016-01-19,USD-LIBOR-1W,0.0020000000
2016-01-20,USD-LIBOR-1W,0.0020000000
2016-01-21,USD-LIBOR-1W,0.0020000000
2016-01-22,USD-LIBOR-1W,0.0020000000
2016-01-25,USD-LIBOR-1W,0.0020000000
2016-01-26,USD-LIBOR-1W,0.0020000000
2016-01-27,USD-LIBOR-1W,0.0020000000
2016-01-28,USD-LIBOR-1W,0.0020000000
2016-01-29,USD-LIBOR-1W,0.0020000000
2016-02-01,USD-LIBOR-1W,0.0020000000
2016-02-02,USD-LIBOR-1W,0.0020000000
2016-02-03,USD-LIBOR-1W,0.0020000000
2016-02-04,USD-LIBOR-1W,0.0020000000
2015-08-03,USD-LIBOR-3M,0.0030370000
2015-08-04,USD-LIBOR-3M,0.0030110000
2015-08-05,USD-LIBOR-3M,0.0031090000
2015-08-06,USD-LIBOR-3M,0.0031140000
2015-08-07,USD-LIBOR-3M,0.0031160000
2015-08-10,USD-LIBOR-3M,0.0031420000
2015-08-11,USD-LIBOR-3M,0.0031435000
2015-08-12,USD-LIBOR-3M,0.0030930000
2015-08-13,USD-LIBOR-3M,0.0032050000
2015-08-14,USD-LIBOR-3M,0.0032445000
2015-08-17,USD-LIBOR-3M,0.0033285000
2015-08-18,USD-LIBOR-3M,0.0033285000
2015-08-19,USD-LIBOR-3M,0.0033335000
2015-08-20,USD-LIBOR-3M,0.0032910000
2015-08-21,USD-LIBOR-3M,0.0032910000
2015-08-24,USD-LIBOR-3M,0.0033160000
2015-08-25,USD-LIBOR-3M,0.0032700000
2015-08-26,USD-LIBOR-3M,0.0032520000
2015-08-27,USD-LIBOR-3M,0.0032440000
2015-08-28,USD-LIBOR-3M,0.0032900000
2015-09-01,USD-LIBOR-3M,0.0033400000
2015-09-02,USD-LIBOR-3M,0.0033250000
2015-09-03,USD-LIBOR-3M,0.0033350000
2015-09-04,USD-LIBOR-3M,0.0033200000
2015-09-07,USD-LIBOR-3M,0.0033300000
2015-09-08,USD-LIBOR-3M,0.0033200000
2015-09-09,USD-LIBOR-3M,0.0033300000
2015-09-10,USD-LIBOR-3M,0.0033600000
2015-09-11,USD-LIBOR-3M,0.0033720000
2015-09-14,USD-LIBOR-3M,0.0033550000
2015-09-15,USD-LIBOR-3M,0.0033425000
2015-09-16,USD-LIBOR-3M,0.0033960000
2015-09-17,USD-LIBOR-3M,0.0034510000
2015-09-18,USD-LIBOR-3M,0.0031920000
2015-09-21,USD-LIBOR-3M,0.0032600000
2015-09-22,USD-LIBOR-3M,0.0032650000
2015-09-23,USD-LIBOR-3M,0.0032550000
2015-09-24,USD-LIBOR-3M,0.0032640000
2015-09-25,USD-LIBOR-3M,0.0032610000
2015-09-28,USD-LIBOR-3M,0.0032660000
2015-09-29,USD-LIBOR-3M,0.0032550000
2015-09-30,USD-LIBOR-3M,0.0032500000
2015-10-01,USD-LIBOR-3M,0.0032400000
2015-10-02,USD-LIBOR-3M,0.0032710000
2015-10-05,USD-LIBOR-3M,0.0032320000
2015-10-06,USD-LIBOR-3M,0.0031800000
2015-10-07,USD-LIBOR-3M,0.0031860000
2015-10-08,USD-LIBOR-3M,0.0031960000
2015-10-09,USD-LIBOR-3M,0.0032060000
2015-10-12,USD-LIBOR-3M,0.0032075000
2015-10-13,USD-LIBOR-3M,0.0032050000
2015-10-14,USD-LIBOR-3M,0.0031705000
2015-10-15,USD-LIBOR-3M,0.0031515000
2015-10-16,USD-LIBOR-3M,0.0031715000
2015-10-19,USD-LIBOR-3M,0.0031665000
2015-10-20,USD-LIBOR-3M,0.0032040000
2015-10-21,USD-LIBOR-3M,0.0031640000
2015-10-22,USD-LIBOR-3M,0.0031990000
2015-10-23,USD-LIBOR-3M,0.0032290000
2015-10-26,USD-LIBOR-3M,0.0032315000
2015-10-27,USD-LIBOR-3M,0.0032390000
2015-10-28,USD-LIBOR-3M,0.0032190000
2015-10-29,USD-LIBOR-3M,0.0032890000
2015-10-30,USD-LIBOR-3M,0.0033410000
2015-11-02,USD-LIBOR-3M,0.0033410000
2015-11-03,USD-LIBOR-3M,0.0033360000
2015-11-04,USD-LIBOR-3M,0.0033660000
2015-11-05,USD-LIBOR-3M,0.0034390000
2015-11-06,USD-LIBOR-3M,0.0034140000
2015-11-09,USD-LIBOR-3M,0.0035560000
2015-11-10,USD-LIBOR-3M,0.0035610000
2015-11-11,USD-LIBOR-3M,0.0035910000
2015-11-12,USD-LIBOR-3M,0.0036160000
2015-11-13,USD-LIBOR-3M,0.0036360000
2015-11-16,USD-LIBOR-3M,0.0036410000
2015-11-17,USD-LIBOR-3M,0.0036710000
2015-11-18,USD-LIBOR-3M,0.0036960000
2015-11-19,USD-LIBOR-3M,0.0037760000
2015-11-20,USD-LIBOR-3M,0.0038210000
2015-11-23,USD-LIBOR-3M,0.0039320000
2015-11-24,USD-LIBOR-3M,0.0040230000
2015-11-25,USD-LIBOR-3M,0.0040670000
2015-11-26,USD-LIBOR-3M,0.0041170000
2015-11-27,USD-LIBOR-3M,0.0041420000
2015-11-30,USD-LIBOR-3M,0.0041620000
2015-12-01,USD-LIBOR-3M,0.0042220000
2015-12-02,USD-LIBOR-3M,0.0043600000
2015-12-03,USD-LIBOR-3M,0.0045200000
2015-12-04,USD-LIBOR-3M,0.0046200000
2015-12-07,USD-LIBOR-3M,0.0047700000
2015-12-08,USD-LIBOR-3M,0.0048650000
2015-12-09,USD-LIBOR-3M,0.0049200000
2015-12-10,USD-LIBOR-3M,0.0050200000
2015-12-11,USD-LIBOR-3M,0.0051200000
2015-12-14,USD-LIBOR-3M,0.0051775000
2015-12-15,USD-LIBOR-3M,0.0052575000
2015-12-16,USD-LIBOR-3M,0.0053250000
2015-12-17,USD-LIBOR-3M,0.0056950000
2015-12-18,USD-LIBOR-3M,0.0058550000
2015-12-21,USD-LIBOR-3M,0.0059310000
2015-12-22,USD-LIBOR-3M,0.0059435000
2015-12-23,USD-LIBOR-3M,0.0060310000
2015-12-24,USD-LIBOR-3M,0.0060310000
2015-12-29,USD-LIBOR-3M,0.0060670000
2015-12-30,USD-LIBOR-3M,0.0061220000
2015-12-31,USD-LIBOR-3M,0.0061270000
2016-01-04,USD-LIBOR-3M,0.0061170000
2016-01-05,USD-LIBOR-3M,0.0061710000
2016-01-06,USD-LIBOR-3M,0.0062010000
2016-01-07,USD-LIBOR-3M,0.0061685000
2016-01-08,USD-LIBOR-3M,0.0062110000
2016-01-11,USD-LIBOR-3M,0.0062210000
2016-01-12,USD-LIBOR-3M,0.0062360000
2016-01-13,USD-LIBOR-3M,0.0062200000
2016-01-14,USD-LIBOR-3M,0.0062110000
2016-01-15,USD-LIBOR-3M,0.0061960000
2016-01-18,USD-LIBOR-3M,0.0062380000
2016-01-19,USD-LIBOR-3M,0.0062430000
2016-01-20,USD-LIBOR-3M,0.0062130000
2016-01-21,USD-LIBOR-3M,0.0061860000
2016-01-22,USD-LIBOR-3M,0.0061910000
2016-01-25,USD-LIBOR-3M,0.0062130000
2016-01-26,USD-LIBOR-3M,0.0062110000
2016-01-27,USD-LIBOR-3M,0.0061810000
2016-01-28,USD-LIBOR-3M,0.0061560000
2016-01-29,USD-LIBOR-3M,0.0061260000
2016-02-01,USD-LIBOR-3M,0.0061860000
2016-02-02,USD-LIBOR-3M,0.0061920000
2016-02-03,USD-LIBOR-3M,0.0062060000
2016-02-04,USD-LIBOR-3M,0.0062020000
2015-08-03,USD-LIBOR-6M,0.0048760000
2015-08-04,USD-LIBOR-6M,0.0048585000
2015-08-05,USD-LIBOR-6M,0.0050375000
2015-08-06,USD-LIBOR-6M,0.0050910000
2015-08-07,USD-LIBOR-6M,0.0051005000
2015-08-10,USD-LIBOR-6M,0.0051970000
2015-08-11,USD-LIBOR-6M,0.0051830000
2015-08-12,USD-LIBOR-6M,0.0050850000
2015-08-13,USD-LIBOR-6M,0.0051860000
2015-08-14,USD-LIBOR-6M,0.0052490000
2015-08-17,USD-LIBOR-6M,0.0052980000
2015-08-18,USD-LIBOR-6M,0.0052930000
2015-08-19,USD-LIBOR-6M,0.0053405000
2015-08-20,USD-LIBOR-6M,0.0053280000
2015-08-21,USD-LIBOR-6M,0.0052980000
2015-08-24,USD-LIBOR-6M,0.0052455000
2015-08-25,USD-LIBOR-6M,0.0052280000
2015-08-26,USD-LIBOR-6M,0.0052850000
2015-08-27,USD-LIBOR-6M,0.0053500000
2015-08-28,USD-LIBOR-6M,0.0053425000
2015-09-01,USD-LIBOR-6M,0.0054275000
2015-09-02,USD-LIBOR-6M,0.0053925000
2015-09-03,USD-LIBOR-6M,0.0053900000
2015-09-04,USD-LIBOR-6M,0.0053750000
2015-09-07,USD-LIBOR-6M,0.0054175000
2015-09-08,USD-LIBOR-6M,0.0053800000
2015-09-09,USD-LIBOR-6M,0.0053900000
2015-09-10,USD-LIBOR-6M,0.0054050000
2015-09-11,USD-LIBOR-6M,0.0054070000
2015-09-14,USD-LIBOR-6M,0.0054175000
2015-09-15,USD-LIBOR-6M,0.0054000000
2015-09-16,USD-LIBOR-6M,0.0054950000
2015-09-17,USD-LIBOR-6M,0.0055450000
2015-09-18,USD-LIBOR-6M,0.0052640000
2015-09-21,USD-LIBOR-6M,0.0052550000
2015-09-22,USD-LIBOR-6M,0.0052725000
2015-09-23,USD-LIBOR-6M,0.0052680000
2015-09-24,USD-LIBOR-6M,0.0052975000
2015-09-25,USD-LIBOR-6M,0.0053610000
2015-09-28,USD-LIBOR-6M,0.0053310000
2015-09-29,USD-LIBOR-6M,0.0053460000
2015-09-30,USD-LIBOR-6M,0.0053400000
2015-10-01,USD-LIBOR-6M,0.0053100000
2015-10-02,USD-LIBOR-6M,0.0053450000
2015-10-05,USD-LIBOR-6M,0.0052325000
2015-10-06,USD-LIBOR-6M,0.0052500000
2015-10-07,USD-LIBOR-6M,0.0052660000
2015-10-08,USD-LIBOR-6M,0.0052660000
2015-10-09,USD-LIBOR-6M,0.0052825000
2015-10-12,USD-LIBOR-6M,0.0052625000
2015-10-13,USD-LIBOR-6M,0.0052450000
2015-10-14,USD-LIBOR-6M,0.0052015000
2015-10-15,USD-LIBOR-6M,0.0051590000
2015-10-16,USD-LIBOR-6M,0.0051840000
2015-10-19,USD-LIBOR-6M,0.0051790000
2015-10-20,USD-LIBOR-6M,0.0052440000
2015-10-21,USD-LIBOR-6M,0.0052690000
2015-10-22,USD-LIBOR-6M,0.0052840000
2015-10-23,USD-LIBOR-6M,0.0052690000
2015-10-26,USD-LIBOR-6M,0.0053165000
2015-10-27,USD-LIBOR-6M,0.0053465000
2015-10-28,USD-LIBOR-6M,0.0053365000
2015-10-29,USD-LIBOR-6M,0.0054890000
2015-10-30,USD-LIBOR-6M,0.0055165000
2015-11-02,USD-LIBOR-6M,0.0055615000
2015-11-03,USD-LIBOR-6M,0.0055740000
2015-11-04,USD-LIBOR-6M,0.0056065000
2015-11-05,USD-LIBOR-6M,0.0057070000
2015-11-06,USD-LIBOR-6M,0.0057080000
2015-11-09,USD-LIBOR-6M,0.0059500000
2015-11-10,USD-LIBOR-6M,0.0059175000
2015-11-11,USD-LIBOR-6M,0.0059500000
2015-11-12,USD-LIBOR-6M,0.0060050000
2015-11-13,USD-LIBOR-6M,0.0060375000
2015-11-16,USD-LIBOR-6M,0.0060275000
2015-11-17,USD-LIBOR-6M,0.0060175000
2015-11-18,USD-LIBOR-6M,0.0060600000
2015-11-19,USD-LIBOR-6M,0.0061175000
2015-11-20,USD-LIBOR-6M,0.0061865000
2015-11-23,USD-LIBOR-6M,0.0063315000
2015-11-24,USD-LIBOR-6M,0.0064075000
2015-11-25,USD-LIBOR-6M,0.0064865000
2015-11-26,USD-LIBOR-6M,0.0065490000
2015-11-27,USD-LIBOR-6M,0.0065390000
2015-11-30,USD-LIBOR-6M,0.0065990000
2015-12-01,USD-LIBOR-6M,0.0066340000
2015-12-02,USD-LIBOR-6M,0.0066945000
2015-12-03,USD-LIBOR-6M,0.0068465000
2015-12-04,USD-LIBOR-6M,0.0069240000
2015-12-07,USD-LIBOR-6M,0.0071215000
2015-12-08,USD-LIBOR-6M,0.0072115000
2015-12-09,USD-LIBOR-6M,0.0072965000
2015-12-10,USD-LIBOR-6M,0.0073590000
2015-12-11,USD-LIBOR-6M,0.0074650000
2015-12-14,USD-LIBOR-6M,0.0074850000
2015-12-15,USD-LIBOR-6M,0.0075500000
2015-12-16,USD-LIBOR-6M,0.0076990000
2015-12-17,USD-LIBOR-6M,0.0079500000
2015-12-18,USD-LIBOR-6M,0.0080700000
2015-12-21,USD-LIBOR-6M,0.0081150000
2015-12-22,USD-LIBOR-6M,0.0081950000
2015-12-23,USD-LIBOR-6M,0.0082750000
2015-12-24,USD-LIBOR-6M,0.0082730000
2015-12-29,USD-LIBOR-6M,0.0083340000
2015-12-30,USD-LIBOR-6M,0.0084440000
2015-12-31,USD-LIBOR-6M,0.0084615000
2016-01-04,USD-LIBOR-6M,0.0084225000
2016-01-05,USD-LIBOR-6M,0.0085120000
2016-01-06,USD-LIBOR-6M,0.0085130000
2016-01-07,USD-LIBOR-6M,0.0084480000
2016-01-08,USD-LIBOR-6M,0.0085080000
2016-01-11,USD-LIBOR-6M,0.0085130000
2016-01-12,USD-LIBOR-6M,0.0085480000
2016-01-13,USD-LIBOR-6M,0.0085970000
2016-01-14,USD-LIBOR-6M,0.0085730000
2016-01-15,USD-LIBOR-6M,0.0084905000
2016-01-18,USD-LIBOR-6M,0.0085325000
2016-01-19,USD-LIBOR-6M,0.0085775000
2016-01-20,USD-LIBOR-6M,0.0085325000
2016-01-21,USD-LIBOR-6M,0.0085775000
2016-01-22,USD-LIBOR-6M,0.0086500000
2016-01-25,USD-LIBOR-6M,0.0086570000
2016-01-26,USD-LIBOR-6M,0.0086425000
2016-01-27,USD-LIBOR-6M,0.0086500000
2016-01-28,USD-LIBOR-6M,0.0086575000
2016-01-29,USD-LIBOR-6M,0.0086025000
2016-02-01,USD-LIBOR-6M,0.0086500000
2016-02-02,USD-LIBOR-6M,0.0086485000
2016-02-03,USD-LIBOR-6M,0.0086265000
2016-02-04,USD-LIBOR-6M,0.0086490000
2016-02-03,USD-SIFMA,0.0049648000
2015-08-01,ZACPI,115.9000000000
2015-09-01,ZACPI,115.9000000000
2015-10-01,ZACPI,116.2000000000
2015-11-01,ZACPI,116.4000000000
2015-12-01,ZACPI,116.7000000000
2016-01-01,ZACPI,117.7000000000
